standard_id,source_file,source_sheet,source_row,source_type,query,expected_tier,expected_tier_name,expected_factor_name,expected_factor_value,expected_factor_unit,expected_factor_source,expected_scope3_category,expected_lifecycle_boundary,expected_lifecycle_stage,expected_quality_decision,expected_review_note
RB-00712,/Users/sashachen/Library/Mobile Documents/com~apple~CloudDocs/論文與報告專區/範疇三相關/115範疇三排放源輔助系統/批次排放係數匹配結果/表4-1_食品飲料業_合成_表4-1_食品飲料業_合成-表格 1.csv,表4-1_食品飲料業_合成_表4-1_食品飲料業_合成-表格 ,79,table4_activity_csv,PET 瓶坯 購買商品之上游排放 kg,1,Tier 1 - 台灣本地,再生料-廢容器-PET廢塑膠片,0.35,kg,Taiwan EPA,,,,,
RB-00713,/Users/sashachen/Library/Mobile Documents/com~apple~CloudDocs/論文與報告專區/範疇三相關/115範疇三排放源輔助系統/批次排放係數匹配結果/表4-1_食品飲料業_合成_表4-1_食品飲料業_合成-表格 1.csv,表4-1_食品飲料業_合成_表4-1_食品飲料業_合成-表格 ,80,table4_activity_csv,食鹽 購買商品之上游排放 公噸,1,Tier 1 - 台灣本地,鹽酸，37％,1.69,kg,Taiwan EPA,,,,,
RB-00714,/Users/sashachen/Library/Mobile Documents/com~apple~CloudDocs/論文與報告專區/範疇三相關/115範疇三排放源輔助系統/批次排放係數匹配結果/表4-1_食品飲料業_合成_表4-1_食品飲料業_合成-表格 1.csv,表4-1_食品飲料業_合成_表4-1_食品飲料業_合成-表格 ,81,table4_activity_csv,砂糖 購買商品之上游排放 公噸,1,Tier 1 - 台灣本地,甘蔗吸管,0.00478,piece,Taiwan EPA,,,,,
RB-00715,/Users/sashachen/Library/Mobile Documents/com~apple~CloudDocs/論文與報告專區/範疇三相關/115範疇三排放源輔助系統/批次排放係數匹配結果/表4-1_食品飲料業_合成_表4-1_食品飲料業_合成-表格 1.csv,表4-1_食品飲料業_合成_表4-1_食品飲料業_合成-表格 ,82,table4_activity_csv,砂糖 購買商品之上游排放 公噸,1,Tier 1 - 台灣本地,甘蔗吸管,0.00478,piece,Taiwan EPA,,,,,
RB-00716,/Users/sashachen/Library/Mobile Documents/com~apple~CloudDocs/論文與報告專區/範疇三相關/115範疇三排放源輔助系統/批次排放係數匹配結果/表4-1_食品飲料業_合成_表4-1_食品飲料業_合成-表格 1.csv,表4-1_食品飲料業_合成_表4-1_食品飲料業_合成-表格 ,83,table4_activity_csv,食鹽 購買商品之上游排放 公噸,1,Tier 1 - 台灣本地,鹽酸，37％,1.69,kg,Taiwan EPA,,,,,
RB-00717,/Users/sashachen/Library/Mobile Documents/com~apple~CloudDocs/論文與報告專區/範疇三相關/115範疇三排放源輔助系統/批次排放係數匹配結果/表4-1_食品飲料業_合成_表4-1_食品飲料業_合成-表格 1.csv,表4-1_食品飲料業_合成_表4-1_食品飲料業_合成-表格 ,84,table4_activity_csv,PET 瓶坯 購買商品之上游排放 kg,1,Tier 1 - 台灣本地,再生料-廢容器-PET廢塑膠片,0.35,kg,Taiwan EPA,,,,,
RB-00718,/Users/sashachen/Library/Mobile Documents/com~apple~CloudDocs/論文與報告專區/範疇三相關/115範疇三排放源輔助系統/批次排放係數匹配結果/表4-1_食品飲料業_合成_表4-1_食品飲料業_合成-表格 1.csv,表4-1_食品飲料業_合成_表4-1_食品飲料業_合成-表格 ,85,table4_activity_csv,PET 瓶坯 購買商品之上游排放 kg,1,Tier 1 - 台灣本地,再生料-廢容器-PET廢塑膠片,0.35,kg,Taiwan EPA,,,,,
RB-00719,/Users/sashachen/Library/Mobile Documents/com~apple~CloudDocs/論文與報告專區/範疇三相關/115範疇三排放源輔助系統/批次排放係數匹配結果/表4-1_食品飲料業_合成_表4-1_食品飲料業_合成-表格 1.csv,表4-1_食品飲料業_合成_表4-1_食品飲料業_合成-表格 ,86,table4_activity_csv,玉米澱粉 購買商品之上游排放 公噸,2,Tier 2 - 國際產業,"Pop-corn or air-popped maize, unsalted",0.98,kg CO2e/kg,AGRIBALYSE,,,,,此為國際平均值，實際情況可能因地區而異
RB-00720,/Users/sashachen/Library/Mobile Documents/com~apple~CloudDocs/論文與報告專區/範疇三相關/115範疇三排放源輔助系統/批次排放係數匹配結果/表4-1_食品飲料業_合成_表4-1_食品飲料業_合成-表格 1.csv,表4-1_食品飲料業_合成_表4-1_食品飲料業_合成-表格 ,87,table4_activity_csv,可可粉 購買商品之上游排放 公噸,1,Tier 1 - 台灣本地,芝麻粉,2.58,罐,Taiwan EPA,,,,,
RB-00721,/Users/sashachen/Library/Mobile Documents/com~apple~CloudDocs/論文與報告專區/範疇三相關/115範疇三排放源輔助系統/批次排放係數匹配結果/表4-1_食品飲料業_合成_表4-1_食品飲料業_合成-表格 1.csv,表4-1_食品飲料業_合成_表4-1_食品飲料業_合成-表格 ,88,table4_activity_csv,奶粉 購買商品之上游排放 公噸,1,Tier 1 - 台灣本地,鮮乳,2.48,kg,Taiwan EPA,,,,,
RB-00722,/Users/sashachen/Library/Mobile Documents/com~apple~CloudDocs/論文與報告專區/範疇三相關/115範疇三排放源輔助系統/批次排放係數匹配結果/表4-1_食品飲料業_合成_表4-1_食品飲料業_合成-表格 1.csv,表4-1_食品飲料業_合成_表4-1_食品飲料業_合成-表格 ,89,table4_activity_csv,可可粉 購買商品之上游排放 公噸,1,Tier 1 - 台灣本地,芝麻粉,2.58,罐,Taiwan EPA,,,,,
RB-00723,/Users/sashachen/Library/Mobile Documents/com~apple~CloudDocs/論文與報告專區/範疇三相關/115範疇三排放源輔助系統/批次排放係數匹配結果/表4-1_食品飲料業_合成_表4-1_食品飲料業_合成-表格 1.csv,表4-1_食品飲料業_合成_表4-1_食品飲料業_合成-表格 ,90,table4_activity_csv,PET 瓶坯 購買商品之上游排放 kg,1,Tier 1 - 台灣本地,再生料-廢容器-PET廢塑膠片,0.35,kg,Taiwan EPA,,,,,
RB-00724,/Users/sashachen/Library/Mobile Documents/com~apple~CloudDocs/論文與報告專區/範疇三相關/115範疇三排放源輔助系統/批次排放係數匹配結果/表4-1_食品飲料業_合成_表4-1_食品飲料業_合成-表格 1.csv,表4-1_食品飲料業_合成_表4-1_食品飲料業_合成-表格 ,91,table4_activity_csv,食品級CO2 購買商品之上游排放 公噸,2,Tier 2 - 國際產業,"Smoked lardoons, raw",6.22,kg CO2e/kg,AGRIBALYSE,,,,,此為國際平均值，實際情況可能因地區而異
RB-00725,/Users/sashachen/Library/Mobile Documents/com~apple~CloudDocs/論文與報告專區/範疇三相關/115範疇三排放源輔助系統/批次排放係數匹配結果/表4-1_食品飲料業_合成_表4-1_食品飲料業_合成-表格 1.csv,表4-1_食品飲料業_合成_表4-1_食品飲料業_合成-表格 ,92,table4_activity_csv,麵粉 購買商品之上游排放 公噸,2,Tier 2 - 國際產業,"Wheat flour, type 55 (for pastry)",0.72,kg CO2e/kg,AGRIBALYSE,,,,,此為國際平均值，實際情況可能因地區而異
RB-00726,/Users/sashachen/Library/Mobile Documents/com~apple~CloudDocs/論文與報告專區/範疇三相關/115範疇三排放源輔助系統/批次排放係數匹配結果/表4-1_食品飲料業_合成_表4-1_食品飲料業_合成-表格 1.csv,表4-1_食品飲料業_合成_表4-1_食品飲料業_合成-表格 ,93,table4_activity_csv,食用油(大豆油) 購買商品之上游排放 公噸,2,Tier 2 - 國際產業,"Soybean oil, crude, degummed at coast USA",0.549179722,kg CO2e/kg,Idemat,,,,,此為國際平均值，實際情況可能因地區而異
RB-00727,/Users/sashachen/Library/Mobile Documents/com~apple~CloudDocs/論文與報告專區/範疇三相關/115範疇三排放源輔助系統/批次排放係數匹配結果/表4-1_食品飲料業_合成_表4-1_食品飲料業_合成-表格 1.csv,表4-1_食品飲料業_合成_表4-1_食品飲料業_合成-表格 ,94,table4_activity_csv,食用油(大豆油) 購買商品之上游排放 公噸,2,Tier 2 - 國際產業,"Soybean oil, crude, degummed at coast USA",0.549179722,kg CO2e/kg,Idemat,,,,,此為國際平均值，實際情況可能因地區而異
RB-00728,/Users/sashachen/Library/Mobile Documents/com~apple~CloudDocs/論文與報告專區/範疇三相關/115範疇三排放源輔助系統/批次排放係數匹配結果/表4-1_食品飲料業_合成_表4-1_食品飲料業_合成-表格 1.csv,表4-1_食品飲料業_合成_表4-1_食品飲料業_合成-表格 ,95,table4_activity_csv,玻璃瓶 購買商品之上游排放 kg,1,Tier 1 - 台灣本地,玻璃容器,1.02,kg,Taiwan EPA,,,,,
RB-00729,/Users/sashachen/Library/Mobile Documents/com~apple~CloudDocs/論文與報告專區/範疇三相關/115範疇三排放源輔助系統/批次排放係數匹配結果/表4-1_食品飲料業_合成_表4-1_食品飲料業_合成-表格 1.csv,表4-1_食品飲料業_合成_表4-1_食品飲料業_合成-表格 ,96,table4_activity_csv,鋁罐 購買商品之上游排放 kg,1,Tier 1 - 台灣本地,再生料-廢鋁容器-鋁錠,1.19,kg,Taiwan EPA,,,,,
RB-00730,/Users/sashachen/Library/Mobile Documents/com~apple~CloudDocs/論文與報告專區/範疇三相關/115範疇三排放源輔助系統/批次排放係數匹配結果/表4-1_食品飲料業_合成_表4-1_食品飲料業_合成-表格 1.csv,表4-1_食品飲料業_合成_表4-1_食品飲料業_合成-表格 ,97,table4_activity_csv,奶粉 購買商品之上游排放 公噸,1,Tier 1 - 台灣本地,鮮乳,2.48,kg,Taiwan EPA,,,,,
RB-00731,/Users/sashachen/Library/Mobile Documents/com~apple~CloudDocs/論文與報告專區/範疇三相關/115範疇三排放源輔助系統/批次排放係數匹配結果/表4-1_食品飲料業_合成_表4-1_食品飲料業_合成-表格 1.csv,表4-1_食品飲料業_合成_表4-1_食品飲料業_合成-表格 ,98,table4_activity_csv,塑膠膜包材 購買商品之上游排放 kg,1,Tier 1 - 台灣本地,再生料-廢容器-PE廢塑膠片,0.2,kg,Taiwan EPA,,,,,
RB-00732,/Users/sashachen/Library/Mobile Documents/com~apple~CloudDocs/論文與報告專區/範疇三相關/115範疇三排放源輔助系統/批次排放係數匹配結果/表4-1_食品飲料業_合成_表4-1_食品飲料業_合成-表格 1.csv,表4-1_食品飲料業_合成_表4-1_食品飲料業_合成-表格 ,99,table4_activity_csv,麵粉 購買商品之上游排放 公噸,2,Tier 2 - 國際產業,"Wheat flour, type 55 (for pastry)",0.72,kg CO2e/kg,AGRIBALYSE,,,,,此為國際平均值，實際情況可能因地區而異
RB-00733,/Users/sashachen/Library/Mobile Documents/com~apple~CloudDocs/論文與報告專區/範疇三相關/115範疇三排放源輔助系統/批次排放係數匹配結果/表4-1_食品飲料業_合成_表4-1_食品飲料業_合成-表格 1.csv,表4-1_食品飲料業_合成_表4-1_食品飲料業_合成-表格 ,100,table4_activity_csv,電力 購買商品之上游排放 kwh,1,Tier 1 - 台灣本地,電力排放係數(2011),0.536,kwh,Taiwan EPA,,,,,
RB-00734,/Users/sashachen/Library/Mobile Documents/com~apple~CloudDocs/論文與報告專區/範疇三相關/115範疇三排放源輔助系統/批次排放係數匹配結果/表4-1_食品飲料業_合成_表4-1_食品飲料業_合成-表格 1.csv,表4-1_食品飲料業_合成_表4-1_食品飲料業_合成-表格 ,101,table4_activity_csv,自來水 購買商品之上游排放 度,1,Tier 1 - 台灣本地,工業用水（韓國，1998）,0.000102,kg,Taiwan EPA,,,,,
RB-00735,/Users/sashachen/Library/Mobile Documents/com~apple~CloudDocs/論文與報告專區/範疇三相關/115範疇三排放源輔助系統/批次排放係數匹配結果/表4-1_食品飲料業_合成_表4-1_食品飲料業_合成-表格 1.csv,表4-1_食品飲料業_合成_表4-1_食品飲料業_合成-表格 ,102,table4_activity_csv,處置 一般事業廢棄物-焚化 mt,1,Tier 1 - 台灣本地,廢棄物掩埋清理服務(南部科學工業園區-台南園區),7.07,mt,Taiwan EPA,,,,,
RB-00736,/Users/sashachen/Library/Mobile Documents/com~apple~CloudDocs/論文與報告專區/範疇三相關/115範疇三排放源輔助系統/批次排放係數匹配結果/表4-1_食品飲料業_合成_表4-1_食品飲料業_合成-表格 1.csv,表4-1_食品飲料業_合成_表4-1_食品飲料業_合成-表格 ,103,table4_activity_csv,處置 一般事業廢棄物-掩埋 mt,1,Tier 1 - 台灣本地,廢棄物掩埋清理服務(南部科學工業園區-台南園區),7.07,mt,Taiwan EPA,,,,,
RB-00737,/Users/sashachen/Library/Mobile Documents/com~apple~CloudDocs/論文與報告專區/範疇三相關/115範疇三排放源輔助系統/批次排放係數匹配結果/表4-1_食品飲料業_合成_表4-1_食品飲料業_合成-表格 1.csv,表4-1_食品飲料業_合成_表4-1_食品飲料業_合成-表格 ,104,table4_activity_csv,運輸 一般事業廢棄物-運輸 tkm,1,Tier 1 - 台灣本地,以柴油動力垃圾車清除運輸一般廢棄物,1.31,tkm,Taiwan EPA,,,,,
RB-00738,/Users/sashachen/Library/Mobile Documents/com~apple~CloudDocs/論文與報告專區/範疇三相關/115範疇三排放源輔助系統/批次排放係數匹配結果/表4-1_食品飲料業_合成_表4-1_食品飲料業_合成-表格 1.csv,表4-1_食品飲料業_合成_表4-1_食品飲料業_合成-表格 ,105,table4_activity_csv,氨(NH3)冷媒 冷媒補充-氨冷凍系統 逸散 (F) 公噸,1,Tier 1 - 台灣本地,氮氣,0.13,m3,Taiwan EPA,,,,,
RB-00739,/Users/sashachen/Library/Mobile Documents/com~apple~CloudDocs/論文與報告專區/範疇三相關/115範疇三排放源輔助系統/批次排放係數匹配結果/表4-1_食品飲料業_合成_表4-1_食品飲料業_合成-表格 1.csv,表4-1_食品飲料業_合成_表4-1_食品飲料業_合成-表格 ,106,table4_activity_csv,氨(NH3)冷媒 冷媒補充-中、大型冷凍、冷藏裝備 逸散 (F) 公噸,1,Tier 1 - 台灣本地,氮氣,0.13,m3,Taiwan EPA,,,,,
RB-00740,/Users/sashachen/Library/Mobile Documents/com~apple~CloudDocs/論文與報告專區/範疇三相關/115範疇三排放源輔助系統/批次排放係數匹配結果/表4-1_食品飲料業_合成_表4-1_食品飲料業_合成-表格 1.csv,表4-1_食品飲料業_合成_表4-1_食品飲料業_合成-表格 ,107,table4_activity_csv,氨(NH3)冷媒 冷媒補充-中、大型冷凍、冷藏裝備 逸散 (F) 公噸,1,Tier 1 - 台灣本地,氮氣,0.13,m3,Taiwan EPA,,,,,
RB-00741,/Users/sashachen/Library/Mobile Documents/com~apple~CloudDocs/論文與報告專區/範疇三相關/115範疇三排放源輔助系統/批次排放係數匹配結果/表4-1_食品飲料業_合成_表4-1_食品飲料業_合成-表格 1.csv,表4-1_食品飲料業_合成_表4-1_食品飲料業_合成-表格 ,108,table4_activity_csv,氨(NH3)冷媒 冷媒補充-氨冷凍系統 逸散 (F) 公噸,1,Tier 1 - 台灣本地,氮氣,0.13,m3,Taiwan EPA,,,,,
RB-00742,/Users/sashachen/Library/Mobile Documents/com~apple~CloudDocs/論文與報告專區/範疇三相關/115範疇三排放源輔助系統/批次排放係數匹配結果/表4-1_食品飲料業_合成_表4-1_食品飲料業_合成-表格 1.csv,表4-1_食品飲料業_合成_表4-1_食品飲料業_合成-表格 ,109,table4_activity_csv,氨(NH3)冷媒 冷媒補充-氨冷凍系統 逸散 (F) 公噸,1,Tier 1 - 台灣本地,氮氣,0.13,m3,Taiwan EPA,,,,,
RB-00743,/Users/sashachen/Library/Mobile Documents/com~apple~CloudDocs/論文與報告專區/範疇三相關/115範疇三排放源輔助系統/批次排放係數匹配結果/表4-1_食品飲料業_合成_表4-1_食品飲料業_合成-表格 1.csv,表4-1_食品飲料業_合成_表4-1_食品飲料業_合成-表格 ,110,table4_activity_csv,其他電力 其他未分類製程-其他未歸類設施 外購電力 千度,2,Tier 2 - 國際產業,"Electricity Low Voltage, domestic use General",0.162380925,kg CO2e/MJ,Idemat,,,,,此為國際平均值，實際情況可能因地區而異
RB-00744,/Users/sashachen/Library/Mobile Documents/com~apple~CloudDocs/論文與報告專區/範疇三相關/115範疇三排放源輔助系統/批次排放係數匹配結果/表4-1_食品飲料業_合成_表4-1_食品飲料業_合成-表格 1.csv,表4-1_食品飲料業_合成_表4-1_食品飲料業_合成-表格 ,111,table4_activity_csv,柴油 引擎發電程序-柴油引擎 固定 (E) 公秉,1,Tier 1 - 台灣本地,柴油（於水路運輸移動源使用，2017）,3.37,l,Taiwan EPA,,,,,
RB-00745,/Users/sashachen/Library/Mobile Documents/com~apple~CloudDocs/論文與報告專區/範疇三相關/115範疇三排放源輔助系統/批次排放係數匹配結果/表4-1_食品飲料業_合成_表4-1_食品飲料業_合成-表格 1.csv,表4-1_食品飲料業_合成_表4-1_食品飲料業_合成-表格 ,112,table4_activity_csv,柴油 交通運輸活動-運輸作業車輛 移動 (T) 公秉,1,Tier 1 - 台灣本地,柴油（於鐵路運輸與非道路運輸移動源使用，2016）,3.61,l,Taiwan EPA,,,,,
RB-00746,/Users/sashachen/Library/Mobile Documents/com~apple~CloudDocs/論文與報告專區/範疇三相關/115範疇三排放源輔助系統/批次排放係數匹配結果/表4-1_食品飲料業_合成_表4-1_食品飲料業_合成-表格 1.csv,表4-1_食品飲料業_合成_表4-1_食品飲料業_合成-表格 ,113,table4_activity_csv,車用汽油 交通運輸活動-運輸作業車輛 移動 (T) 公秉,1,Tier 1 - 台灣本地,柴油（於鐵路運輸與非道路運輸移動源使用，2016）,3.61,l,Taiwan EPA,,,,,
RB-00747,/Users/sashachen/Library/Mobile Documents/com~apple~CloudDocs/論文與報告專區/範疇三相關/115範疇三排放源輔助系統/批次排放係數匹配結果/表4-1_食品飲料業_合成_表4-1_食品飲料業_合成-表格 1.csv,表4-1_食品飲料業_合成_表4-1_食品飲料業_合成-表格 ,114,table4_activity_csv,車用汽油 非製造程序-堆高機 移動 (T) 公秉,1,Tier 1 - 台灣本地,柴油（於鐵路運輸與非道路運輸移動源使用，2018）,3.6,l,Taiwan EPA,,,,,
RB-00748,/Users/sashachen/Library/Mobile Documents/com~apple~CloudDocs/論文與報告專區/範疇三相關/115範疇三排放源輔助系統/批次排放係數匹配結果/表4-1_食品飲料業_合成_表4-1_食品飲料業_合成-表格 1.csv,表4-1_食品飲料業_合成_表4-1_食品飲料業_合成-表格 ,115,table4_activity_csv,滅火器 消防活動-消防設施 逸散 (F) 公噸,2,Tier 2 - 國際產業,Blast furnace gas,0.000247,kg CO2e/tonne,GHG Protocol Cross-Sector v2.0 (2024),,,,,此為國際平均值，實際情況可能因地區而異
RB-00749,/Users/sashachen/Library/Mobile Documents/com~apple~CloudDocs/論文與報告專區/範疇三相關/115範疇三排放源輔助系統/批次排放係數匹配結果/表4-1_食品飲料業_合成_表4-1_食品飲料業_合成-表格 1.csv,表4-1_食品飲料業_合成_表4-1_食品飲料業_合成-表格 ,116,table4_activity_csv,水肥 水肥處理程序-化糞池 逸散 (F) 人小時,1,Tier 1 - 台灣本地,廢(污)水處理服務(科技部新竹科學工業園區管理局竹南園區污水處理廠),0.553,m3,Taiwan EPA,,,,,
RB-00750,/Users/sashachen/Library/Mobile Documents/com~apple~CloudDocs/論文與報告專區/範疇三相關/115範疇三排放源輔助系統/批次排放係數匹配結果/表4-1_食品飲料業_合成_表4-1_食品飲料業_合成-表格 1.csv,表4-1_食品飲料業_合成_表4-1_食品飲料業_合成-表格 ,117,table4_activity_csv,乙炔 維修保養程序-其他未歸類設施 製程 (P) 公噸,1,Tier 1 - 台灣本地,再生料-廢壓縮機/廢馬達二次拆解-廢鋁,0.14,kg,Taiwan EPA,,,,,
RB-00751,/Users/sashachen/Library/Mobile Documents/com~apple~CloudDocs/論文與報告專區/範疇三相關/115範疇三排放源輔助系統/批次排放係數匹配結果/表4-1_食品飲料業_合成_表4-1_食品飲料業_合成-表格 1.csv,表4-1_食品飲料業_合成_表4-1_食品飲料業_合成-表格 ,118,table4_activity_csv,銲條、棒 維修保養程序-點焊設施 製程 (P) 公噸,2,Tier 2 - 國際產業,"Mechanical recycled pellets (rPET, rPE, rPP, rPVC), downcycl",0.552,kg CO2e/kg,FootprintCalc,,,,,此為國際平均值，實際情況可能因地區而異
RB-00752,/Users/sashachen/Library/Mobile Documents/com~apple~CloudDocs/論文與報告專區/範疇三相關/115範疇三排放源輔助系統/批次排放係數匹配結果/表4-1_食品飲料業_合成_表4-1_食品飲料業_合成-表格 1.csv,表4-1_食品飲料業_合成_表4-1_食品飲料業_合成-表格 ,119,table4_activity_csv,R-508A，HFC-23/PFC-116(39.0/61.0) 冷媒補充-獨立商用冷凍、冷藏裝備 逸散 (F) 公噸,2,Tier 2 - 國際產業,R-134a,0.038316904,kg CO2e/kg,Idemat,,,,,此為國際平均值，實際情況可能因地區而異
RB-00753,/Users/sashachen/Library/Mobile Documents/com~apple~CloudDocs/論文與報告專區/範疇三相關/115範疇三排放源輔助系統/批次排放係數匹配結果/表4-1_食品飲料業_合成_表4-1_食品飲料業_合成-表格 1.csv,表4-1_食品飲料業_合成_表4-1_食品飲料業_合成-表格 ,120,table4_activity_csv,HFC-32/R-32二氟甲烷，CH2F2 冷媒補充-住宅及商業建築冷氣機 逸散 (F) 公噸,1,Tier 1 - 台灣本地,再生料-廢冷暖氣機-廢R22冷媒,0.48,kg,Taiwan EPA,,,,,
RB-00754,/Users/sashachen/Library/Mobile Documents/com~apple~CloudDocs/論文與報告專區/範疇三相關/115範疇三排放源輔助系統/批次排放係數匹配結果/表4-1_食品飲料業_合成_表4-1_食品飲料業_合成-表格 1.csv,表4-1_食品飲料業_合成_表4-1_食品飲料業_合成-表格 ,121,table4_activity_csv,HFC-32/R-32二氟甲烷，CH2F2 冷媒補充-家用冷凍、冷藏裝備 逸散 (F) 公噸,1,Tier 1 - 台灣本地,再生料-廢冷暖氣機-廢R22冷媒,0.48,kg,Taiwan EPA,,,,,
RB-00755,/Users/sashachen/Library/Mobile Documents/com~apple~CloudDocs/論文與報告專區/範疇三相關/115範疇三排放源輔助系統/批次排放係數匹配結果/表4-1_食品飲料業_合成_表4-1_食品飲料業_合成-表格 1.csv,表4-1_食品飲料業_合成_表4-1_食品飲料業_合成-表格 ,122,table4_activity_csv,冷媒-R-407C，HFC-32/HFC-125/HFC-134a(23.0/25.0/52.0) 冷媒補充-住宅及商業建築冷氣機 逸散 (F) 公噸,1,Tier 1 - 台灣本地,再生料-廢冷暖氣機-廢R22冷媒,0.48,kg,Taiwan EPA,,,,,
RB-00756,/Users/sashachen/Library/Mobile Documents/com~apple~CloudDocs/論文與報告專區/範疇三相關/115範疇三排放源輔助系統/批次排放係數匹配結果/表4-1_食品飲料業_合成_表4-1_食品飲料業_合成-表格 1.csv,表4-1_食品飲料業_合成_表4-1_食品飲料業_合成-表格 ,123,table4_activity_csv,R-508A，HFC-23/PFC-116(39.0/61.0) 冷媒補充-獨立商用冷凍、冷藏裝備 逸散 (F) 公噸,2,Tier 2 - 國際產業,R-134a,0.038316904,kg CO2e/kg,Idemat,,,,,此為國際平均值，實際情況可能因地區而異
RB-00757,/Users/sashachen/Library/Mobile Documents/com~apple~CloudDocs/論文與報告專區/範疇三相關/115範疇三排放源輔助系統/批次排放係數匹配結果/表4-1_食品飲料業_合成_表4-1_食品飲料業_合成-表格 1.csv,表4-1_食品飲料業_合成_表4-1_食品飲料業_合成-表格 ,124,table4_activity_csv,HFC-32/R-32二氟甲烷，CH2F2 冷媒補充-中、大型冷凍、冷藏裝備 逸散 (F) 公噸,1,Tier 1 - 台灣本地,再生料-廢冷暖氣機-廢R22冷媒,0.48,kg,Taiwan EPA,,,,,
RB-00758,/Users/sashachen/Library/Mobile Documents/com~apple~CloudDocs/論文與報告專區/範疇三相關/115範疇三排放源輔助系統/批次排放係數匹配結果/表4-1_食品飲料業_合成_表4-1_食品飲料業_合成-表格 1.csv,表4-1_食品飲料業_合成_表4-1_食品飲料業_合成-表格 ,125,table4_activity_csv,HFC-23/R-23三氟甲烷，CHF3 冷媒補充-家用冷凍、冷藏裝備 逸散 (F) 公噸,1,Tier 1 - 台灣本地,"四氫呋喃(1,3-丁二烯製程)",2.47,kg,Taiwan EPA,,,,,
RB-00759,/Users/sashachen/Library/Mobile Documents/com~apple~CloudDocs/論文與報告專區/範疇三相關/115範疇三排放源輔助系統/批次排放係數匹配結果/表4-1_食品飲料業_合成_表4-1_食品飲料業_合成-表格 1.csv,表4-1_食品飲料業_合成_表4-1_食品飲料業_合成-表格 ,126,table4_activity_csv,HFC-23/R-23三氟甲烷，CHF3 冷媒補充-住宅及商業建築冷氣機 逸散 (F) 公噸,1,Tier 1 - 台灣本地,再生料-廢冷暖氣機-廢R22冷媒,0.48,kg,Taiwan EPA,,,,,
RB-00760,/Users/sashachen/Library/Mobile Documents/com~apple~CloudDocs/論文與報告專區/範疇三相關/115範疇三排放源輔助系統/批次排放係數匹配結果/表4-1_食品飲料業_合成_表4-1_食品飲料業_合成-表格 1.csv,表4-1_食品飲料業_合成_表4-1_食品飲料業_合成-表格 ,127,table4_activity_csv,R-507A，HFC-125/HFC-143a(50.0/50.0) 冷媒補充-住宅及商業建築冷氣機 逸散 (F) 公噸,1,Tier 1 - 台灣本地,再生料-廢冷暖氣機-廢R22冷媒,0.48,kg,Taiwan EPA,,,,,
RB-00761,/Users/sashachen/Library/Mobile Documents/com~apple~CloudDocs/論文與報告專區/範疇三相關/115範疇三排放源輔助系統/批次排放係數匹配結果/表4-1_食品飲料業_合成_表4-1_食品飲料業_合成-表格 1.csv,表4-1_食品飲料業_合成_表4-1_食品飲料業_合成-表格 ,128,table4_activity_csv,HFC-23/R-23三氟甲烷，CHF3 冷媒補充-中、大型冷凍、冷藏裝備 逸散 (F) 公噸,1,Tier 1 - 台灣本地,"四氫呋喃(1,3-丁二烯製程)",2.47,kg,Taiwan EPA,,,,,
RB-00762,/Users/sashachen/Library/Mobile Documents/com~apple~CloudDocs/論文與報告專區/範疇三相關/115範疇三排放源輔助系統/批次排放係數匹配結果/表4-1_食品飲料業_合成_表4-1_食品飲料業_合成-表格 1.csv,表4-1_食品飲料業_合成_表4-1_食品飲料業_合成-表格 ,129,table4_activity_csv,"HFC-134a/R-134a，1,1,1,2-四氟乙烷，C2H2F4 冷媒補充-中、大型冷凍、冷藏裝備 逸散 (F) 公噸",2,Tier 2 - 國際產業,R-134a,0.038316904,kg CO2e/kg,Idemat,,,,,此為國際平均值，實際情況可能因地區而異
RB-00763,/Users/sashachen/Library/Mobile Documents/com~apple~CloudDocs/論文與報告專區/範疇三相關/115範疇三排放源輔助系統/批次排放係數匹配結果/表4-1_食品飲料業_合成_表4-1_食品飲料業_合成-表格 1.csv,表4-1_食品飲料業_合成_表4-1_食品飲料業_合成-表格 ,130,table4_activity_csv,冷媒-R-407C，HFC-32/HFC-125/HFC-134a(23.0/25.0/52.0) 冷媒補充-住宅及商業建築冷氣機 逸散 (F) 公噸,1,Tier 1 - 台灣本地,再生料-廢冷暖氣機-廢R22冷媒,0.48,kg,Taiwan EPA,,,,,
RB-00764,/Users/sashachen/Library/Mobile Documents/com~apple~CloudDocs/論文與報告專區/範疇三相關/115範疇三排放源輔助系統/批次排放係數匹配結果/表4-1_食品飲料業_合成_表4-1_食品飲料業_合成-表格 1.csv,表4-1_食品飲料業_合成_表4-1_食品飲料業_合成-表格 ,131,table4_activity_csv,採購貨物上游運輸與配送產生之排放 陸運 -- tkm,1,Tier 1 - 台灣本地,國內海運貨物運輸服務(柴油動力),0.0334,tkm,Taiwan EPA,,,,,
RB-00765,/Users/sashachen/Library/Mobile Documents/com~apple~CloudDocs/論文與報告專區/範疇三相關/115範疇三排放源輔助系統/批次排放係數匹配結果/表4-1_食品飲料業_合成_表4-1_食品飲料業_合成-表格 1.csv,表4-1_食品飲料業_合成_表4-1_食品飲料業_合成-表格 ,132,table4_activity_csv,貨物下游運輸與配送產生之排放 陸運 -- tkm,1,Tier 1 - 台灣本地,國內海運貨物運輸服務(柴油動力),0.0334,tkm,Taiwan EPA,,,,,
