description,ghg_category,scenario,industry,item_type,amount,language
國際航空差旅 (市區，6 months),6,travel,Business Services,Air Travel,1695291.33,zh
購買工業用 硫酸 1284 liters,1,raw_materials,Manufacturing,Chemical,1867799.45,zh
雲端 財務服務 - annual合約,1,services,IT Services,Software,986432.63,zh
物流服務合約 - 南北線 (annual),4,logistics,Logistics,Freight,550032.08,zh
機場接駁服務合約,6,travel,Business Services,Ground Transportation,423413.04,zh
天然氣供應合約 (7936 立方公尺),3,energy,Utilities,Fuel,2941511.41,zh
雲端 永續服務 - 6 months合約,1,services,IT Services,Software,292048.44,zh
購買 電容 元件 6041 個,1,raw_materials,Electronics,Electronic Components,4412229.03,zh
資源回收處理服務合約 (6 months),5,waste,Environmental Services,Waste Disposal,397516.75,zh
管理諮詢服務 (12 months),1,services,Professional Services,Consulting,1946683.9,zh
財務諮詢服務 (6 months),1,services,Professional Services,Consulting,604682.03,zh
購置 機械手臂 (industrial grade),2,equipment,IT Infrastructure,Hardware,1694991.75,zh
consumer goods自動化組裝線,2,equipment,Manufacturing,Production Line,97416428.39,zh
區域辦公室一般廢棄物清運服務,5,waste,Environmental Services,Waste Disposal,1498965.68,zh
工業用 CNC 機床 (9148 台) 含安裝,2,equipment,Manufacturing,Machinery,6412057.38,zh
購買 銅線 1970 kg 供生產使用,1,raw_materials,Manufacturing,Metal,722089.65,zh
設施維護服務 (quarterly),1,services,Facility Management,Maintenance,238397.96,zh
商務差旅租車服務 (12 months),6,travel,Business Services,Ground Transportation,357038.45,zh
法律諮詢服務 (12 months),1,services,Professional Services,Consulting,1643900.68,zh
天然氣供應合約 (7035 立方公尺),3,energy,Utilities,Fuel,1702729.3,zh
公司交通車服務 (12 months),7,commute,HR Services,Shuttle Service,1379077.69,zh
購買有機 玉米 2431 tons,1,raw_materials,Food & Beverage,Agricultural,412963.23,zh
研發部門住宿費用 (annual),6,travel,Business Services,Accommodation,125607.86,zh
新建 配送中心開發專案,2,equipment,Real Estate,Building,185350801.03,zh
IT 基礎設施升級 - 包裝機 (4403 台),2,equipment,IT Infrastructure,Hardware,1630252.75,zh
工廠大樓管理服務 (35 個月),1,services,Facility Management,Maintenance,274285.35,zh
鈦金屬原料採購 - 9795 kg,1,raw_materials,Manufacturing,Metal,3160489.52,zh
鋁合金原料採購 - 2789 kg,1,raw_materials,Manufacturing,Metal,3491717.44,zh
採購 機械手臂用於生產設施,2,equipment,Manufacturing,Machinery,26742700.1,zh
包裝機發電系統 - 1934 MW,2,equipment,Energy,Power Generation,86575948.75,zh
採購 7389 tons 大豆作為食品原料,1,raw_materials,Food & Beverage,Agricultural,1309256.16,zh
Security SaaS 訂閱 (2907 使用者),1,services,IT Services,Software,353507.18,zh
有害廢棄物處理合約 (9893 噸),5,waste,Environmental Services,Waste Disposal,36979.98,zh
採購電力 4012 度（再生能源供應商）,3,energy,Utilities,Electricity,2275947.51,zh
商務艙機票至新加坡,6,travel,Business Services,Air Travel,1988052.71,zh
採購 機械手臂用於生產設施,2,equipment,Manufacturing,Machinery,16523815.59,zh
不鏽鋼原料採購 - 1866 kg,1,raw_materials,Manufacturing,Metal,2874711.86,zh
區域辦公室設施用電 (quarterly),3,energy,Utilities,Electricity,1956754.51,zh
再生能源電力採購 (9260 MWh),3,energy,Utilities,Electricity,2891342.32,zh
雲端 IT服務 - annual合約,1,services,IT Services,Software,860522.74,zh
總部大樓管理服務 (24 個月),1,services,Facility Management,Maintenance,1073366.22,zh
分公司大樓管理服務 (28 個月),1,services,Facility Management,Maintenance,820246.91,zh
Security軟體訂閱 (3113 授權，annual),1,services,IT Services,Software,119447.08,zh
再生能源電力採購 (4927 MWh),3,energy,Utilities,Electricity,2826850.77,zh
設施維護服務 (quarterly),1,services,Facility Management,Maintenance,1306385.86,zh
聘請 財務顧問 (14 個月),1,services,Professional Services,Consulting,169590.81,zh
購買 鋼板 792 kg 供生產使用,1,raw_materials,Manufacturing,Metal,4768633.73,zh
購買 LED 模組 元件 5698 個,1,raw_materials,Electronics,Electronic Components,1351895.65,zh
購買工業用 氫氧化鈉 5226 liters,1,raw_materials,Manufacturing,Chemical,1812979.5,zh
完整 electronics生產線安裝,2,equipment,Manufacturing,Production Line,33249769.0,zh
區域辦公室液化石油氣供應 (6 months),3,energy,Utilities,Fuel,570818.15,zh
倉儲服務 (5928 平方公尺，6 months),4,logistics,Logistics,Warehousing,1491947.19,zh
商務差旅租車服務 (annual),6,travel,Business Services,Ground Transportation,231200.56,zh
工業用 輸送系統 (2424 台) 含安裝,2,equipment,Manufacturing,Machinery,42753816.86,zh
分公司第三方倉儲 - 9171 坪,4,logistics,Logistics,Warehousing,1710948.43,zh
事業廢棄物清運處理 (6 months),5,waste,Environmental Services,Waste Disposal,709870.02,zh
設備租賃 (機械手臂，21 個月),8,leased_assets,Equipment Services,Equipment Lease,601039.85,zh
購買 LED 模組 元件 1914 個,1,raw_materials,Electronics,Electronic Components,7803806.35,zh
天然氣供應合約 (1122 立方公尺),3,energy,Utilities,Fuel,884993.78,zh
採購 7679 kg 鋼板用於製造,1,raw_materials,Manufacturing,Metal,2110763.13,zh
購買 微晶片 元件 6853 個,1,raw_materials,Electronics,Electronic Components,6158176.37,zh
區域區域配送月度運輸服務,4,logistics,Logistics,Freight,4090357.4,zh
採購 3479 個 LED 模組用於組裝,1,raw_materials,Electronics,Electronic Components,5834785.95,zh
工廠大樓管理服務 (22 個月),1,services,Facility Management,Maintenance,1077355.38,zh
辦公設備租賃 (6 months),8,leased_assets,Equipment Services,Equipment Lease,2056374.84,zh
採購 5599 個 微晶片用於組裝,1,raw_materials,Electronics,Electronic Components,1958056.67,zh
電力供應合約 (12 months，2318 kWh),3,energy,Utilities,Electricity,3654531.17,zh
太陽能板安裝 (容量 5939 kW),2,equipment,Energy,Power Generation,9768133.22,zh
採購 5151 tons 稻米作為食品原料,1,raw_materials,Food & Beverage,Agricultural,1731018.91,zh
再生能源電力採購 (3612 MWh),3,energy,Utilities,Electricity,3281549.2,zh
採購電力 3252 度（台電）,3,energy,Utilities,Electricity,3064433.67,zh
天然氣供應合約 (9153 立方公尺),3,energy,Utilities,Fuel,1094589.72,zh
採購 乙醇 溶劑 9500 liters,1,raw_materials,Manufacturing,Chemical,1178041.8,zh
永續專業服務合約,1,services,Professional Services,Consulting,1922165.86,zh
採購 826 tons 稻米作為食品原料,1,raw_materials,Food & Beverage,Agricultural,1588034.29,zh
財務專業服務合約,1,services,Professional Services,Consulting,1670330.63,zh
購買 7819 輛 載貨車輛用於物流運營,2,equipment,Transportation,Vehicle,16413018.7,zh
委外物流配送服務 (東西),4,logistics,Logistics,Freight,3175104.57,zh
購買有機 稻米 6688 tons,1,raw_materials,Food & Beverage,Agricultural,414839.44,zh
分公司一般廢棄物清運服務,5,waste,Environmental Services,Waste Disposal,93134.12,zh
有害廢棄物處理合約 (8831 噸),5,waste,Environmental Services,Waste Disposal,961350.82,zh
國際航空差旅 (跨境，12 months),6,travel,Business Services,Air Travel,717664.14,zh
商務差旅租車服務 (6 months),6,travel,Business Services,Ground Transportation,21849.69,zh
倉儲服務 (2144 平方公尺，6 months),4,logistics,Logistics,Warehousing,1971910.8,zh
電力供應合約 (12 months，9957 kWh),3,energy,Utilities,Electricity,3980070.23,zh
購買 銅線 8128 kg 供生產使用,1,raw_materials,Manufacturing,Metal,1261251.89,zh
事業廢棄物清運處理 (quarterly),5,waste,Environmental Services,Waste Disposal,729955.83,zh
企業住宿合約 - 上海,6,travel,Business Services,Accommodation,550924.22,zh
電動廂型車採購 (industrial grade),2,equipment,Transportation,Vehicle,15488287.04,zh
建造 倉庫 (39252 平方公尺),2,equipment,Real Estate,Building,304830530.04,zh
電力供應合約 (annual，8558 kWh),3,energy,Utilities,Electricity,3301040.15,zh
汽油採購供車隊使用 (213 公升),3,energy,Utilities,Fuel,1781499.21,zh
資源回收處理服務合約 (annual),5,waste,Environmental Services,Waste Disposal,1238241.46,zh
購買 銅線 6415 kg 供生產使用,1,raw_materials,Manufacturing,Metal,1586797.95,zh
聘請 法律顧問 (9 個月),1,services,Professional Services,Consulting,550840.91,zh
採購 7853 kg 鋁合金用於製造,1,raw_materials,Manufacturing,Metal,1707375.84,zh
購買 鋼板 2472 kg 供生產使用,1,raw_materials,Manufacturing,Metal,1216468.26,zh
南北區域配送月度運輸服務,4,logistics,Logistics,Freight,4566557.13,zh
設施維護服務 (annual),1,services,Facility Management,Maintenance,910077.53,zh
研發部門商務旅遊套裝 (annual),6,travel,Business Services,Air Travel,1065539.8,zh
管理專業服務合約,1,services,Professional Services,Consulting,499773.23,zh
ERP SaaS 訂閱 (77 使用者),1,services,IT Services,Software,176385.89,zh
聘請 財務顧問 (20 個月),1,services,Professional Services,Consulting,1544398.25,zh
electronics自動化組裝線,2,equipment,Manufacturing,Production Line,67528853.86,zh
聘請 永續顧問 (14 個月),1,services,Professional Services,Consulting,722500.29,zh
財務專業服務合約,1,services,Professional Services,Consulting,878939.96,zh
輸送系統發電系統 - 5152 MW,2,equipment,Energy,Power Generation,108968635.92,zh
建造 配送中心 (20618 平方公尺),2,equipment,Real Estate,Building,122815565.69,zh
銅線原料採購 - 5140 kg,1,raw_materials,Manufacturing,Metal,1638579.68,zh
採購 乙醇 溶劑 6818 liters,1,raw_materials,Manufacturing,Chemical,1830578.06,zh
企業住宿合約 - 舊金山,6,travel,Business Services,Accommodation,741755.52,zh
雲端 永續服務 - 6 months合約,1,services,IT Services,Software,530142.3,zh
採購 1097 tons 糖作為食品原料,1,raw_materials,Food & Beverage,Agricultural,2397432.33,zh
IT 基礎設施升級 - 射出成型機 (6945 台),2,equipment,IT Infrastructure,Hardware,6452556.42,zh
購買 PCB 電路板 元件 1353 個,1,raw_materials,Electronics,Electronic Components,1323987.82,zh
購買有機 大豆 694 tons,1,raw_materials,Food & Beverage,Agricultural,2375590.77,zh
國際航空差旅 (東西，12 months),6,travel,Business Services,Air Travel,1093212.1,zh
總部設施用電 (quarterly),3,energy,Utilities,Electricity,3125884.7,zh
太陽能板安裝 (容量 9797 kW),2,equipment,Energy,Power Generation,30777644.52,zh
IT運輸服務 - 南北,4,logistics,Logistics,Freight,4460251.43,zh
倉儲服務 (7108 平方公尺，quarterly),4,logistics,Logistics,Warehousing,1012479.99,zh
有害廢棄物處理合約 (3958 噸),5,waste,Environmental Services,Waste Disposal,495963.49,zh
銅線原料採購 - 6061 kg,1,raw_materials,Manufacturing,Metal,4033428.57,zh
雲端 永續服務 - 12 months合約,1,services,IT Services,Software,827044.2,zh
ERP軟體訂閱 (1397 授權，annual),1,services,IT Services,Software,507334.86,zh
委外物流配送服務 (東西),4,logistics,Logistics,Freight,3792561.48,zh
IT專業服務合約,1,services,Professional Services,Consulting,1830252.69,zh
員工交通津貼補助 (quarterly),7,commute,HR Services,Commute Allowance,1376010.79,zh
永續諮詢服務 (annual),1,services,Professional Services,Consulting,1189970.49,zh
工廠液化石油氣供應 (12 months),3,energy,Utilities,Fuel,2841748.64,zh
太陽能板安裝 (容量 2658 kW),2,equipment,Energy,Power Generation,43197277.54,zh
倉庫設施用電 (6 months),3,energy,Utilities,Electricity,662394.55,zh
Security軟體訂閱 (7917 授權，annual),1,services,IT Services,Software,926904.58,zh
區域辦公室設施用電 (annual),3,energy,Utilities,Electricity,193190.19,zh
Collaboration SaaS 訂閱 (7659 使用者),1,services,IT Services,Software,824844.3,zh
區域辦公室大樓管理服務 (30 個月),1,services,Facility Management,Maintenance,1332347.91,zh
銅線原料採購 - 3795 kg,1,raw_materials,Manufacturing,Metal,3418980.18,zh
電力供應合約 (12 months，8942 kWh),3,energy,Utilities,Electricity,4213442.55,zh
聘請 法律顧問 (32 個月),1,services,Professional Services,Consulting,1793550.33,zh
柴油燃料採購 (2950 公升),3,energy,Utilities,Fuel,842394.8,zh
採購電力 546 度（台電）,3,energy,Utilities,Electricity,4905471.81,zh
再生能源設施建設 (9521 MW),2,equipment,Energy,Power Generation,130383398.39,zh
永續運輸服務 - 東西,4,logistics,Logistics,Freight,1889534.54,zh
購買 鋼板 5089 kg 供生產使用,1,raw_materials,Manufacturing,Metal,1831525.84,zh
購買工業用 氫氧化鈉 7196 liters,1,raw_materials,Manufacturing,Chemical,349168.93,zh
採購 2338 個 電容用於組裝,1,raw_materials,Electronics,Electronic Components,3753471.41,zh
鈦金屬原料採購 - 2864 kg,1,raw_materials,Manufacturing,Metal,1802538.8,zh
設施維護服務 (annual),1,services,Facility Management,Maintenance,1310103.24,zh
設施維護服務 (6 months),1,services,Facility Management,Maintenance,63882.73,zh
CRM SaaS 訂閱 (4386 使用者),1,services,IT Services,Software,28382.26,zh
資源回收處理服務合約 (12 months),5,waste,Environmental Services,Waste Disposal,560683.59,zh
倉儲服務 (1991 平方公尺，12 months),4,logistics,Logistics,Warehousing,1804460.13,zh
雲端 管理服務 - annual合約,1,services,IT Services,Software,585481.44,zh
購買有機 稻米 1634 tons,1,raw_materials,Food & Beverage,Agricultural,226760.13,zh
購買 9172 輛 電動廂型車用於物流運營,2,equipment,Transportation,Vehicle,8944481.38,zh
太陽能板安裝 (容量 169 kW),2,equipment,Energy,Power Generation,168428107.23,zh
區域辦公室大樓管理服務 (20 個月),1,services,Facility Management,Maintenance,215855.11,zh
IT諮詢服務 (quarterly),1,services,Professional Services,Consulting,1672685.16,zh
共同工作空間會員 (8723 個座位),8,leased_assets,Real Estate,Office Lease,5795041.78,zh
管理運輸服務 - 東西,4,logistics,Logistics,Freight,2145815.06,zh
採購 8804 kg 銅線用於製造,1,raw_materials,Manufacturing,Metal,2603037.09,zh
區域辦公室一般廢棄物清運服務,5,waste,Environmental Services,Waste Disposal,594906.9,zh
完整 consumer goods生產線安裝,2,equipment,Manufacturing,Production Line,43519554.63,zh
採購 5682 tons 大豆作為食品原料,1,raw_materials,Food & Beverage,Agricultural,2425155.34,zh
購買工業用 乙醇 3279 liters,1,raw_materials,Manufacturing,Chemical,589650.41,zh
購買 電容 元件 7061 個,1,raw_materials,Electronics,Electronic Components,534048.66,zh
市區區域配送月度運輸服務,4,logistics,Logistics,Freight,3303526.64,zh
貨車採購 (industrial grade),2,equipment,Transportation,Vehicle,18120698.44,zh
天然氣供應合約 (697 立方公尺),3,energy,Utilities,Fuel,2076082.98,zh
ERP SaaS 訂閱 (5148 使用者),1,services,IT Services,Software,201274.99,zh
IT 硬體租賃合約 (9712 台),8,leased_assets,Equipment Services,Equipment Lease,239538.9,zh
automotive parts製造產線 (產能 9776 件/日),2,equipment,Manufacturing,Production Line,47838160.95,zh
天然氣供應合約 (1486 立方公尺),3,energy,Utilities,Fuel,416495.51,zh
購買 銅線 7543 kg 供生產使用,1,raw_materials,Manufacturing,Metal,3889925.94,zh
總部大樓管理服務 (33 個月),1,services,Facility Management,Maintenance,262880.15,zh
採購 3316 tons 稻米作為食品原料,1,raw_materials,Food & Beverage,Agricultural,2544762.5,zh
商務差旅住宿預訂 (9791 晚),6,travel,Business Services,Accommodation,205439.77,zh
工廠設施用電 (quarterly),3,energy,Utilities,Electricity,1648392.71,zh
貨車採購 (industrial grade),2,equipment,Transportation,Vehicle,29077996.05,zh
資源回收處理服務合約 (quarterly),5,waste,Environmental Services,Waste Disposal,1091029.66,zh
分公司一般廢棄物清運服務,5,waste,Environmental Services,Waste Disposal,884904.43,zh
區域辦公室一般廢棄物清運服務,5,waste,Environmental Services,Waste Disposal,89504.03,zh
automotive parts製造產線 (產能 7204 件/日),2,equipment,Manufacturing,Production Line,69924485.92,zh
採購 6081 台 輸送系統用於資料中心,2,equipment,IT Infrastructure,Hardware,7793435.61,zh
CRM軟體訂閱 (5636 授權，quarterly),1,services,IT Services,Software,304149.63,zh
辦公場所清潔維護合約,1,services,Facility Management,Maintenance,1211983.63,zh
法律運輸服務 - 跨境,4,logistics,Logistics,Freight,3130179.89,zh
採購 6738 kg 不鏽鋼用於製造,1,raw_materials,Manufacturing,Metal,4697107.83,zh
採購電力 4249 度（國家電網）,3,energy,Utilities,Electricity,4870589.28,zh
採購 乙醇 溶劑 3381 liters,1,raw_materials,Manufacturing,Chemical,1278300.23,zh
資源回收處理服務合約 (12 months),5,waste,Environmental Services,Waste Disposal,99760.19,zh
採購 4930 個 PCB 電路板用於組裝,1,raw_materials,Electronics,Electronic Components,2428675.42,zh
購買有機 小麥 3533 tons,1,raw_materials,Food & Beverage,Agricultural,1155967.18,zh
財務運輸服務 - 跨境,4,logistics,Logistics,Freight,4463192.78,zh
辦公設備租賃 (quarterly),8,leased_assets,Equipment Services,Equipment Lease,1304215.86,zh
工廠大樓管理服務 (20 個月),1,services,Facility Management,Maintenance,1393383.76,zh
採購 4192 tons 稻米作為食品原料,1,raw_materials,Food & Beverage,Agricultural,2503420.29,zh
總部第三方倉儲 - 1230 坪,4,logistics,Logistics,Warehousing,579999.87,zh
有害廢棄物處理合約 (8534 噸),5,waste,Environmental Services,Waste Disposal,939571.73,zh
設施維護服務 (12 months),1,services,Facility Management,Maintenance,1359063.92,zh
工業用 包裝機 (3605 台) 含安裝,2,equipment,Manufacturing,Machinery,44369157.34,zh
國際航空差旅 (區域，quarterly),6,travel,Business Services,Air Travel,1113176.12,zh
市區區域配送月度運輸服務,4,logistics,Logistics,Freight,2415994.44,zh
購買 鈦金屬 2368 kg 供生產使用,1,raw_materials,Manufacturing,Metal,298013.38,zh
天然氣供應合約 (4762 立方公尺),3,energy,Utilities,Fuel,2882826.44,zh
電力供應合約 (quarterly，7028 kWh),3,energy,Utilities,Electricity,3930231.84,zh
分公司設施用電 (12 months),3,energy,Utilities,Electricity,4924897.22,zh
柴油燃料採購 (9715 公升),3,energy,Utilities,Fuel,1202437.9,zh
採購 9460 個 電阻用於組裝,1,raw_materials,Electronics,Electronic Components,1293714.83,zh
再生能源電力採購 (1890 MWh),3,energy,Utilities,Electricity,4826013.62,zh
採購 4626 tons 玉米作為食品原料,1,raw_materials,Food & Beverage,Agricultural,119891.78,zh
大眾運輸月票計畫 (6 months),7,commute,HR Services,Commute Allowance,860325.45,zh
採購 679 台 包裝機用於資料中心,2,equipment,IT Infrastructure,Hardware,2711400.11,zh
工業用 CNC 機床 (6545 台) 含安裝,2,equipment,Manufacturing,Machinery,1679702.3,zh
通勤廂型車租賃 (1363 輛),7,commute,HR Services,Shuttle Service,249917.72,zh
電力供應合約 (quarterly，1652 kWh),3,energy,Utilities,Electricity,1246032.68,zh
東西區域配送月度運輸服務,4,logistics,Logistics,Freight,2623920.11,zh
總部第三方倉儲 - 438 坪,4,logistics,Logistics,Warehousing,2205382.78,zh
採購 2926 kg 不鏽鋼用於製造,1,raw_materials,Manufacturing,Metal,1313834.13,zh
區域辦公室一般廢棄物清運服務,5,waste,Environmental Services,Waste Disposal,1366393.0,zh
倉庫液化石油氣供應 (12 months),3,energy,Utilities,Fuel,2626479.38,zh
汽油採購供車隊使用 (7171 公升),3,energy,Utilities,Fuel,1346055.74,zh
Collaboration SaaS 訂閱 (8582 使用者),1,services,IT Services,Software,924045.86,zh
法律專業服務合約,1,services,Professional Services,Consulting,518639.53,zh
汽油採購供車隊使用 (1419 公升),3,energy,Utilities,Fuel,2535254.86,zh
輸送系統發電系統 - 8592 MW,2,equipment,Energy,Power Generation,50143767.2,zh
設施維護服務 (6 months),1,services,Facility Management,Maintenance,389876.21,zh
工業用 CNC 機床 (677 台) 含安裝,2,equipment,Manufacturing,Machinery,15307596.94,zh
天然氣供應合約 (5116 立方公尺),3,energy,Utilities,Fuel,2990184.33,zh
Collaboration SaaS 訂閱 (9655 使用者),1,services,IT Services,Software,34002.28,zh
聘請 永續顧問 (8 個月),1,services,Professional Services,Consulting,1107162.91,zh
製造廠建築合約 (工廠),2,equipment,Real Estate,Building,114050633.99,zh
IT專業服務合約,1,services,Professional Services,Consulting,1914258.6,zh
委外物流配送服務 (東西),4,logistics,Logistics,Freight,2443728.96,zh
電力供應合約 (6 months，724 kWh),3,energy,Utilities,Electricity,380456.89,zh
商務差旅租車服務 (quarterly),6,travel,Business Services,Ground Transportation,68176.83,zh
冷凍倉儲租賃 (6019 立方公尺),4,logistics,Logistics,Warehousing,2795248.81,zh
資源回收處理服務合約 (annual),5,waste,Environmental Services,Waste Disposal,164961.67,zh
汽油採購供車隊使用 (9504 公升),3,energy,Utilities,Fuel,2218751.07,zh
設施維護服務 (6 months),1,services,Facility Management,Maintenance,745644.78,zh
設施維護服務 (annual),1,services,Facility Management,Maintenance,1136487.89,zh
完整 automotive parts生產線安裝,2,equipment,Manufacturing,Production Line,71234322.23,zh
採購 氫氧化鈉 溶劑 7214 liters,1,raw_materials,Manufacturing,Chemical,1362453.25,zh
建造 配送中心 (5662 平方公尺),2,equipment,Real Estate,Building,223409593.05,zh
設施維護服務 (annual),1,services,Facility Management,Maintenance,1010621.82,zh
採購 4130 台 包裝機用於資料中心,2,equipment,IT Infrastructure,Hardware,6055391.01,zh
車隊採購 - 4139 輛 堆高機,2,equipment,Transportation,Vehicle,11877740.01,zh
事業廢棄物清運處理 (6 months),5,waste,Environmental Services,Waste Disposal,1326347.19,zh
柴油燃料採購 (7862 公升),3,energy,Utilities,Fuel,2698584.03,zh
購買有機 大豆 6650 tons,1,raw_materials,Food & Beverage,Agricultural,247770.8,zh
汽油採購供車隊使用 (5209 公升),3,energy,Utilities,Fuel,2937255.69,zh
資源回收處理服務合約 (6 months),5,waste,Environmental Services,Waste Disposal,89513.89,zh
柴油燃料採購 (4079 公升),3,energy,Utilities,Fuel,1328323.17,zh
建造 倉庫 (24317 平方公尺),2,equipment,Real Estate,Building,77889065.44,zh
雲端 管理服務 - annual合約,1,services,IT Services,Software,246396.52,zh
完整 consumer goods生產線安裝,2,equipment,Manufacturing,Production Line,58180180.52,zh
工程部門住宿費用 (annual),6,travel,Business Services,Accommodation,604995.72,zh
購買 9171 輛 堆高機用於物流運營,2,equipment,Transportation,Vehicle,7116198.84,zh
太陽能板安裝 (容量 9626 kW),2,equipment,Energy,Power Generation,144269545.03,zh
採購 6755 tons 糖作為食品原料,1,raw_materials,Food & Beverage,Agricultural,2373079.08,zh
再生能源電力採購 (6168 MWh),3,energy,Utilities,Electricity,3581041.41,zh
聘請 IT顧問 (14 個月),1,services,Professional Services,Consulting,1379459.93,zh
工廠液化石油氣供應 (12 months),3,energy,Utilities,Fuel,853032.15,zh
區域辦公室設施用電 (12 months),3,energy,Utilities,Electricity,3992657.96,zh
汽油採購供車隊使用 (5119 公升),3,energy,Utilities,Fuel,1539410.4,zh
再生能源設施建設 (4976 MW),2,equipment,Energy,Power Generation,123496231.15,zh
採購 4381 tons 玉米作為食品原料,1,raw_materials,Food & Beverage,Agricultural,2400517.35,zh
Collaboration SaaS 訂閱 (967 使用者),1,services,IT Services,Software,125260.28,zh
物流服務合約 - 市區線 (annual),4,logistics,Logistics,Freight,858461.13,zh
辦公場所清潔維護合約,1,services,Facility Management,Maintenance,75576.18,zh
配送中心建築合約 (區域辦公室),2,equipment,Real Estate,Building,435360801.34,zh
完整 electronics生產線安裝,2,equipment,Manufacturing,Production Line,95995372.81,zh
工業用 CNC 機床 (3041 台) 含安裝,2,equipment,Manufacturing,Machinery,10140746.87,zh
再生能源設施建設 (7841 MW),2,equipment,Energy,Power Generation,69647420.5,zh
車隊採購 - 9373 輛 載貨車輛,2,equipment,Transportation,Vehicle,9371208.28,zh
倉儲服務 (6851 平方公尺，6 months),4,logistics,Logistics,Warehousing,1617372.81,zh
物流服務合約 - 市區線 (12 months),4,logistics,Logistics,Freight,3818523.61,zh
物流服務合約 - 跨境線 (annual),4,logistics,Logistics,Freight,1217610.46,zh
倉儲服務 (7569 平方公尺，annual),4,logistics,Logistics,Warehousing,1024783.02,zh
資源回收處理服務合約 (6 months),5,waste,Environmental Services,Waste Disposal,1181066.93,zh
汽油採購供車隊使用 (6105 公升),3,energy,Utilities,Fuel,1186892.31,zh
有害廢棄物處理合約 (3090 噸),5,waste,Environmental Services,Waste Disposal,642800.14,zh
事業廢棄物清運處理 (6 months),5,waste,Environmental Services,Waste Disposal,1155010.96,zh
再生能源電力採購 (83 MWh),3,energy,Utilities,Electricity,4754744.08,zh
完整 automotive parts生產線安裝,2,equipment,Manufacturing,Production Line,98533374.91,zh
購買工業用 甲苯 9703 liters,1,raw_materials,Manufacturing,Chemical,691837.59,zh
電力供應合約 (12 months，2025 kWh),3,energy,Utilities,Electricity,4608172.02,zh
建造 製造廠 (39039 平方公尺),2,equipment,Real Estate,Building,128826255.55,zh
柴油燃料採購 (9856 公升),3,energy,Utilities,Fuel,1974318.05,zh
永續諮詢服務 (12 months),1,services,Professional Services,Consulting,1779413.03,zh
總部第三方倉儲 - 7474 坪,4,logistics,Logistics,Warehousing,1543208.76,zh
管理專業服務合約,1,services,Professional Services,Consulting,141728.59,zh
採購 乙醇 溶劑 5413 liters,1,raw_materials,Manufacturing,Chemical,275140.25,zh
電力供應合約 (annual，7305 kWh),3,energy,Utilities,Electricity,3101768.89,zh
工業用 CNC 機床 (2880 台) 含安裝,2,equipment,Manufacturing,Machinery,19499523.16,zh
資源回收處理服務合約 (annual),5,waste,Environmental Services,Waste Disposal,1488051.04,zh
新建 倉庫開發專案,2,equipment,Real Estate,Building,398195800.07,zh
天然氣供應合約 (5848 立方公尺),3,energy,Utilities,Fuel,1545406.29,zh
設施維護服務 (12 months),1,services,Facility Management,Maintenance,727364.91,zh
機場接駁服務合約,6,travel,Business Services,Ground Transportation,337485.77,zh
設施維護服務 (annual),1,services,Facility Management,Maintenance,1262068.47,zh
購買 微晶片 元件 4637 個,1,raw_materials,Electronics,Electronic Components,1201515.41,zh
建造 配送中心 (15296 平方公尺),2,equipment,Real Estate,Building,195982201.42,zh
完整 consumer goods生產線安裝,2,equipment,Manufacturing,Production Line,9038786.36,zh
太陽能板安裝 (容量 9291 kW),2,equipment,Energy,Power Generation,193470605.76,zh
商務差旅租車服務 (quarterly),6,travel,Business Services,Ground Transportation,393204.31,zh
採購 3471 kg 鋁合金用於製造,1,raw_materials,Manufacturing,Metal,1143186.41,zh
委外物流配送服務 (東西),4,logistics,Logistics,Freight,4131977.38,zh
物流服務合約 - 南北線 (6 months),4,logistics,Logistics,Freight,1036761.39,zh
分公司第三方倉儲 - 6699 坪,4,logistics,Logistics,Warehousing,1089714.31,zh
採購 8745 個 LED 模組用於組裝,1,raw_materials,Electronics,Electronic Components,3858282.48,zh
雲端 IT服務 - quarterly合約,1,services,IT Services,Software,77415.75,zh
柴油燃料採購 (1103 公升),3,energy,Utilities,Fuel,749053.81,zh
財務諮詢服務 (quarterly),1,services,Professional Services,Consulting,200411.79,zh
IT 基礎設施升級 - 輸送系統 (7171 台),2,equipment,IT Infrastructure,Hardware,6593471.41,zh
法律專業服務合約,1,services,Professional Services,Consulting,1368119.43,zh
通勤廂型車租賃 (504 輛),7,commute,HR Services,Shuttle Service,1053106.18,zh
總部設施用電 (6 months),3,energy,Utilities,Electricity,3158048.81,zh
採購 811 台 射出成型機用於資料中心,2,equipment,IT Infrastructure,Hardware,8581517.7,zh
區域辦公室液化石油氣供應 (annual),3,energy,Utilities,Fuel,932779.85,zh
國際航空差旅 (南北，annual),6,travel,Business Services,Air Travel,1337069.08,zh
購置 輸送系統 (industrial grade),2,equipment,IT Infrastructure,Hardware,1870400.17,zh
電力供應合約 (6 months，3865 kWh),3,energy,Utilities,Electricity,2396019.9,zh
商務差旅租車服務 (6 months),6,travel,Business Services,Ground Transportation,371141.97,zh
大眾運輸月票計畫 (6 months),7,commute,HR Services,Commute Allowance,706263.07,zh
IT諮詢服務 (12 months),1,services,Professional Services,Consulting,198499.79,zh
採購 5833 個 電阻用於組裝,1,raw_materials,Electronics,Electronic Components,196809.94,zh
採購電力 7890 度（台電）,3,energy,Utilities,Electricity,1086173.14,zh
