description,ghg_category,scenario,industry,item_type,amount,language
Purchase of 4933 units of PCB boards for assembly,1,raw_materials,Electronics,Electronic Components,6335050.78,en
legal consulting services for 6 months,1,services,Professional Services,Consulting,1459840.26,en
7257 liters of sulfuric acid for chemical processing,1,raw_materials,Manufacturing,Chemical,1810842.46,en
management consulting services for quarterly,1,services,Professional Services,Consulting,367382.79,en
Order organic wheat (4301 tons) from certified supplier,1,raw_materials,Food & Beverage,Agricultural,451096.61,en
consumer goods manufacturing line (7779 units/day capacity),2,equipment,Manufacturing,Production Line,8786774.5,en
Purchase of 7857 kg of stainless steel for manufacturing use,1,raw_materials,Manufacturing,Metal,3125344.3,en
SaaS subscription for Collaboration (6740 users),1,services,IT Services,Software,591908.13,en
Cleaning and maintenance contract for office premises,1,services,Facility Management,Maintenance,221583.4,en
automotive parts manufacturing line (721 units/day capacity),2,equipment,Manufacturing,Production Line,92200137.66,en
Procurement of aluminum alloy (5097 kg) for production line,1,raw_materials,Manufacturing,Metal,2758023.5,en
Third-party warehousing at headquarters - 6282 sqm,1,logistics,Logistics,Warehousing,1953938.8,en
