description,ghg_category,scenario,industry,item_type,amount,language
冷凍倉儲租賃 (4524 立方公尺),1,logistics,Logistics,Warehousing,1042903.57,zh
consumer goods製造產線 (產能 6199 件/日),2,equipment,Manufacturing,Production Line,30645165.16,zh
管理諮詢服務 (6 months),1,services,Professional Services,Consulting,339231.4,zh
不鏽鋼原料採購 - 2959 kg,1,raw_materials,Manufacturing,Metal,4315027.99,zh
完整 electronics生產線安裝,2,equipment,Manufacturing,Production Line,70020730.63,zh
法律運輸服務 - 東西,1,logistics,Logistics,Freight,530040.93,zh
採購 丙酮 溶劑 9098 liters,1,raw_materials,Manufacturing,Chemical,1922897.46,zh
購買 PCB 電路板 元件 3181 個,1,raw_materials,Electronics,Electronic Components,6451257.49,zh
automotive parts自動化組裝線,2,equipment,Manufacturing,Production Line,74113266.02,zh
倉庫第三方倉儲 - 7684 坪,1,logistics,Logistics,Warehousing,1525283.83,zh
車隊採購 - 4071 輛 貨車,2,equipment,Transportation,Vehicle,2768089.58,zh
分公司第三方倉儲 - 9008 坪,1,logistics,Logistics,Warehousing,199347.77,zh
工業用 機械手臂 (7072 台) 含安裝,2,equipment,Manufacturing,Machinery,9915340.97,zh
輸送系統發電系統 - 6349 MW,2,equipment,Energy,Power Generation,167904514.17,zh
採購 1043 tons 大豆作為食品原料,1,raw_materials,Food & Beverage,Agricultural,2261846.43,zh
雲端 管理服務 - annual合約,1,services,IT Services,Software,857876.42,zh
冷凍倉儲租賃 (1391 立方公尺),1,logistics,Logistics,Warehousing,1235176.65,zh
財務諮詢服務 (quarterly),1,services,Professional Services,Consulting,204407.1,zh
法律運輸服務 - 南北,1,logistics,Logistics,Freight,149900.77,zh
管理諮詢服務 (6 months),1,services,Professional Services,Consulting,1385461.45,zh
Collaboration軟體訂閱 (1004 授權，quarterly),1,services,IT Services,Software,353296.47,zh
冷凍倉儲租賃 (5814 立方公尺),1,logistics,Logistics,Warehousing,1447213.22,zh
採購 丙酮 溶劑 3481 liters,1,raw_materials,Manufacturing,Chemical,632587.68,zh
設施維護服務 (quarterly),1,services,Facility Management,Maintenance,1329678.01,zh
IT 基礎設施升級 - CNC 機床 (7448 台),2,equipment,IT Infrastructure,Hardware,899816.4,zh
辦公場所清潔維護合約,1,services,Facility Management,Maintenance,1038563.32,zh
購買有機 稻米 8345 tons,1,raw_materials,Food & Beverage,Agricultural,1838949.5,zh
採購 2217 tons 大豆作為食品原料,1,raw_materials,Food & Beverage,Agricultural,1352016.46,zh
太陽能板安裝 (容量 2946 kW),2,equipment,Energy,Power Generation,30994151.21,zh
購買有機 大豆 9860 tons,1,raw_materials,Food & Beverage,Agricultural,2717721.62,zh
永續諮詢服務 (quarterly),1,services,Professional Services,Consulting,1374850.69,zh
